lr: 0.001
epochs: 200
weight_decay: 1e-05
model: Transolver_Structured_Mesh_3D
n_hidden: 128
n_layers: 8
n_heads: 8
batch_size: 16
gpu: 0
max_grad_norm: 0.1
mlp_ratio: 1
dropout: 0.0
slice_num: 64
eval: 0
save_name: 15
data_path: ./data
log_name: 15

Epoch	Train Loss	Test Error
1	0.919718	0.877340
2	0.900228	0.905238
3	0.896180	0.964059
4	0.887781	0.867879
5	0.879445	0.930527
6	0.861422	0.832590
7	0.847045	0.824824
8	0.838857	0.820379
9	0.838912	0.858319
10	0.830515	0.818924
11	0.834845	0.896333
12	0.828105	0.820364
13	0.829212	0.831362
14	0.830375	0.809804
15	0.824933	0.814929
16	0.823837	0.827732
17	0.825811	0.810689
18	0.819696	0.824429
19	0.827165	0.808521
20	0.260408	0.117543
21	0.138462	0.104361
22	0.135241	0.130844
23	0.122642	0.107554
24	0.123672	0.124057
25	0.113961	0.127339
26	0.109802	0.102589
27	0.117074	0.150147
28	0.112250	0.118635
29	0.113279	0.100038
30	0.105787	0.096672
31	0.111487	0.115741
32	0.105975	0.103522
33	0.110958	0.144615
34	0.109901	0.106093
35	0.106434	0.102997
36	0.110014	0.142422
37	0.112254	0.128855
38	0.106666	0.103741
39	0.112317	0.115747
40	0.111380	0.095464
41	0.102453	0.102689
42	0.103804	0.112430
43	0.107464	0.093482
44	0.102363	0.106519
45	0.103197	0.109999
46	0.111039	0.118355
47	0.102887	0.148128
48	0.532529	0.214453
49	0.190199	0.119775
50	0.148027	0.105007
51	0.112928	0.115905
52	0.103861	0.111445
53	0.103986	0.094693
54	0.122083	0.098950
55	0.098763	0.099604
56	0.095735	0.089538
57	0.095047	0.091250
58	0.097386	0.132304
59	0.092395	0.104154
60	0.091264	0.094587
61	0.096589	0.095925
62	0.091168	0.087896
63	0.093037	0.088972
64	0.089632	0.088145
65	0.095648	0.096594
66	0.097186	0.091734
67	0.099820	0.098625
68	0.092245	0.098335
69	0.092188	0.101031
70	0.093680	0.088973
71	0.090487	0.090937
72	0.093919	0.096262
73	0.091595	0.096057
74	0.089050	0.092069
75	0.091407	0.091769
76	0.093461	0.089718
77	0.089105	0.097444
78	0.091413	0.089388
79	0.087686	0.094165
80	0.087463	0.089131
81	0.087160	0.094395
82	0.086240	0.093580
83	0.088072	0.087302
84	0.085174	0.090922
85	0.085710	0.094138
86	0.088900	0.089406
87	0.085976	0.093180
88	0.088868	0.121714
89	0.093426	0.092755
90	0.085826	0.088706
91	0.088736	0.087832
92	0.085107	0.090148
93	0.089282	0.102862
94	0.087373	0.087634
95	0.090075	0.091048
96	0.087270	0.088358
97	0.086753	0.093292
98	0.087523	0.089338
99	0.083700	0.091081
100	0.082912	0.089743
101	0.081254	0.095694
102	0.082053	0.090217
103	0.082515	0.087638
104	0.081397	0.088360
105	0.081498	0.086957
106	0.081036	0.088651
107	0.080128	0.090248
108	0.079479	0.087806
109	0.078626	0.089178
110	0.080154	0.090764
111	0.078982	0.090412
112	0.078951	0.089079
113	0.079853	0.091264
114	0.078437	0.091900
115	0.077366	0.090633
116	0.078069	0.091188
117	0.077813	0.091019
118	0.076892	0.089256
119	0.079101	0.088734
120	0.080156	0.088901
121	0.077993	0.091626
122	0.077420	0.089797
123	0.076975	0.089312
124	0.076909	0.088866
125	0.077667	0.090372
126	0.076428	0.092255
127	0.077471	0.089043
128	0.074802	0.088825
129	0.075060	0.092178
130	0.073870	0.091166
131	0.073159	0.089730
132	0.072719	0.091154
133	0.072428	0.094471
134	0.072703	0.091058
135	0.071821	0.090032
136	0.070633	0.093597
137	0.070541	0.094089
138	0.069801	0.091312
139	0.069142	0.091423
140	0.069054	0.093390
141	0.068108	0.090211
142	0.068120	0.096361
143	0.067610	0.098005
144	0.066101	0.092355
145	0.065823	0.091597
146	0.065315	0.093992
147	0.066737	0.099300
148	0.072462	0.094392
149	0.066870	0.091485
150	0.065169	0.093223
151	0.064028	0.093252
152	0.063437	0.094994
153	0.062950	0.096290
154	0.062318	0.095327
155	0.061832	0.095398
156	0.061368	0.095489
157	0.060971	0.096585
158	0.060274	0.095284
159	0.060238	0.093474
160	0.059692	0.094147
161	0.059470	0.095199
162	0.059046	0.095904
163	0.058721	0.096016
164	0.058547	0.095567
165	0.058454	0.096610
166	0.058121	0.096247
167	0.057767	0.096465
168	0.057615	0.097850
169	0.057366	0.095961
170	0.057268	0.095016
171	0.056884	0.097240
172	0.056672	0.095222
173	0.056482	0.095554
174	0.056307	0.096105
175	0.056179	0.096136
176	0.055975	0.096332
177	0.055822	0.095910
178	0.055625	0.096032
179	0.055589	0.095949
180	0.055445	0.096431
181	0.055302	0.096385
182	0.055213	0.096855
183	0.055058	0.096421
184	0.054957	0.095921
185	0.054964	0.096501
186	0.054775	0.096517
187	0.054669	0.096361
188	0.054600	0.095733
189	0.054562	0.096439
190	0.054468	0.096189
191	0.054434	0.096417
192	0.054381	0.096322
193	0.054344	0.096146
194	0.054300	0.096317
195	0.054271	0.096257
196	0.054249	0.096466
197	0.054231	0.096483
198	0.054215	0.096376
199	0.054204	0.096389
200	0.054199	0.096380
