lr: 0.001
epochs: 300
weight_decay: 5e-05
model: Transolver_Structured_Mesh_3D
n_hidden: 128
n_layers: 8
n_heads: 8
batch_size: 64
gpu: 0
max_grad_norm: 0.3
mlp_ratio: 2
dropout: 0.3
slice_num: 64
eval: 0
resume: 0
save_name: 9
data_path: ./data
log_name: train_log9
resume_name: 

Epoch	Train Loss	Test Error
1	1.391460	0.655718
2	0.113746	0.507394
3	0.106686	0.504003
4	0.103486	0.503963
5	0.106732	0.503963
6	0.106203	0.503963
7	0.104715	0.503963
8	0.109740	0.503963
9	0.105124	0.503963
10	0.106882	0.503963
11	0.105489	0.503963
12	0.106333	0.503963
13	0.106624	0.503963
14	0.107432	0.503963
15	0.105220	0.503963
16	0.107056	0.503963
17	0.103938	0.503963
18	0.105386	0.503963
19	0.106797	0.503963
20	0.105547	0.503963
21	0.102714	0.503963
22	0.105231	0.503963
23	0.105684	0.503963
24	0.107165	0.503963
25	0.108816	0.503963
26	0.108909	0.503963
27	0.106174	0.503963
28	0.103240	0.503963
29	0.108612	0.503963
30	0.105266	0.503963
31	0.106845	0.503963
32	0.107404	0.503963
33	0.107406	0.503963
34	0.104134	0.503963
35	0.107760	0.503963
36	0.105486	0.503963
37	0.106374	0.503963
38	0.103327	0.503963
39	0.107218	0.503963
40	0.108709	0.503963
41	0.104818	0.503963
42	0.104252	0.503963
43	0.105211	0.503963
44	0.105650	0.503963
45	0.108135	0.503963
46	0.104734	0.503963
47	0.106668	0.503963
48	0.107668	0.503963
49	0.104754	0.503963
50	0.108251	0.503963
51	0.107195	0.503963
52	0.105588	0.503963
53	0.107535	0.503963
54	0.107196	0.503963
55	0.104891	0.503963
56	0.105598	0.503963
57	0.104820	0.503963
58	0.105965	0.503963
59	0.105450	0.503963
